Price,Date,Close,High,Low,Open,Volume
Ticker,,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
677,2010-06-28,5333.5,5339.4501953125,5270.75,5271.10009765625,0
678,2010-06-29,5256.14990234375,5334.14990234375,5235.7998046875,5333.5498046875,0
679,2010-06-30,5312.5,5320.35009765625,5210.0,5254.25,0
680,2010-07-01,5251.39990234375,5312.5498046875,5232.10009765625,5312.0498046875,0
681,2010-07-02,5237.10009765625,5277.25,5225.60009765625,5251.25,0
682,2010-07-05,5235.89990234375,5252.75,5225.85009765625,5237.0,0
683,2010-07-06,5289.0498046875,5297.4501953125,5231.5,5236.10009765625,0
684,2010-07-07,5241.10009765625,5296.75,5233.4501953125,5293.10009765625,0
685,2010-07-08,5296.85009765625,5320.5,5242.0,5242.0,0
686,2010-07-09,5352.4501953125,5359.0498046875,5297.2001953125,5297.2001953125,0
687,2010-07-12,5383.0,5402.7001953125,5351.60009765625,5352.25,0
688,2010-07-13,5400.64990234375,5406.2001953125,5357.85009765625,5370.2001953125,0
689,2010-07-14,5386.14990234375,5453.4501953125,5371.7001953125,5402.0,0
690,2010-07-15,5378.75,5399.2001953125,5360.60009765625,5387.10009765625,0
691,2010-07-16,5393.89990234375,5401.35009765625,5374.39990234375,5376.64990234375,0
692,2010-07-19,5386.4501953125,5409.10009765625,5361.5,5392.7001953125,0
693,2010-07-20,5368.0,5416.4501953125,5353.60009765625,5387.0,0
694,2010-07-21,5399.35009765625,5409.10009765625,5368.85009765625,5368.85009765625,0
695,2010-07-22,5441.9501953125,5447.14990234375,5372.2001953125,5399.14990234375,0
696,2010-07-23,5449.10009765625,5477.5,5435.14990234375,5441.89990234375,0
697,2010-07-26,5418.60009765625,5466.25,5409.2001953125,5446.5498046875,0
698,2010-07-27,5430.60009765625,5450.9501953125,5407.2001953125,5420.2001953125,0
699,2010-07-28,5397.5498046875,5447.85009765625,5386.25,5436.10009765625,0
700,2010-07-29,5408.89990234375,5415.85009765625,5381.5498046875,5397.85009765625,0
701,2010-07-30,5367.60009765625,5413.25,5349.2001953125,5408.39990234375,0
702,2010-08-02,5431.64990234375,5438.85009765625,5351.2998046875,5369.5498046875,0
703,2010-08-03,5439.5498046875,5459.2001953125,5426.39990234375,5432.5,0
704,2010-08-04,5467.85009765625,5481.89990234375,5428.39990234375,5441.35009765625,0
705,2010-08-05,5447.10009765625,5487.14990234375,5443.10009765625,5470.14990234375,0
706,2010-08-06,5439.25,5471.89990234375,5431.35009765625,5448.25,0
707,2010-08-09,5486.14990234375,5492.2998046875,5433.25,5439.7998046875,0
708,2010-08-10,5460.7001953125,5491.4501953125,5445.35009765625,5486.7998046875,0
709,2010-08-11,5420.60009765625,5474.60009765625,5412.0,5460.7001953125,0
710,2010-08-12,5416.4501953125,5431.10009765625,5372.4501953125,5418.7001953125,0
711,2010-08-13,5452.10009765625,5476.5,5415.5,5420.64990234375,0
712,2010-08-16,5418.2998046875,5465.25,5397.39990234375,5452.10009765625,0
713,2010-08-17,5414.14990234375,5443.5498046875,5408.7998046875,5422.14990234375,0
714,2010-08-18,5479.14990234375,5487.9501953125,5416.25,5416.25,0
715,2010-08-19,5540.2001953125,5544.7001953125,5478.10009765625,5478.25,0
716,2010-08-20,5530.64990234375,5546.60009765625,5513.35009765625,5540.7998046875,0
717,2010-08-23,5543.5,5549.7998046875,5519.39990234375,5531.14990234375,0
718,2010-08-24,5505.10009765625,5547.25,5488.4501953125,5541.10009765625,0
719,2010-08-25,5462.35009765625,5506.14990234375,5452.5498046875,5505.2998046875,0
720,2010-08-26,5477.89990234375,5486.5498046875,5454.7001953125,5462.10009765625,0
721,2010-08-27,5408.7001953125,5495.2001953125,5391.9501953125,5489.60009765625,0
722,2010-08-30,5415.4501953125,5469.0,5390.35009765625,5408.89990234375,0
723,2010-08-31,5402.39990234375,5413.89990234375,5348.89990234375,5413.5498046875,0
724,2010-09-01,5471.85009765625,5478.60009765625,5403.0498046875,5403.0498046875,0
725,2010-09-02,5486.14990234375,5513.9501953125,5471.85009765625,5471.89990234375,0
726,2010-09-03,5479.39990234375,5510.39990234375,5473.64990234375,5486.2998046875,0
727,2010-09-06,5576.9501953125,5589.39990234375,5479.5498046875,5479.5498046875,0
728,2010-09-07,5604.0,5625.5,5571.64990234375,5575.89990234375,0
729,2010-09-08,5607.85009765625,5625.2998046875,5567.75,5604.25,0
730,2010-09-09,5640.0498046875,5647.4501953125,5608.10009765625,5608.2998046875,0
731,2010-09-13,5760.0,5770.60009765625,5639.2001953125,5639.2001953125,0
732,2010-09-14,5795.5498046875,5838.4501953125,5760.2998046875,5760.2998046875,0
733,2010-09-15,5860.9501953125,5869.4501953125,5792.2001953125,5795.25,0
734,2010-09-16,5828.7001953125,5901.64990234375,5815.7998046875,5861.10009765625,0
735,2010-09-17,5884.9501953125,5898.39990234375,5828.7001953125,5828.7001953125,0
736,2010-09-20,5980.4501953125,5989.5,5885.0498046875,5885.0498046875,0
737,2010-09-21,6009.0498046875,6032.7998046875,5961.85009765625,5980.5,0
738,2010-09-22,5991.0,6037.39990234375,5946.4501953125,6008.39990234375,0
739,2010-09-23,5959.5498046875,6006.7998046875,5932.39990234375,5991.0498046875,0
740,2010-09-24,6018.2998046875,6029.10009765625,5951.2001953125,5959.4501953125,0
741,2010-09-27,6035.64990234375,6073.5,6018.2998046875,6018.2998046875,0
742,2010-09-28,6029.5,6049.7998046875,5991.2998046875,6036.0498046875,0
743,2010-09-29,5991.2998046875,6071.5498046875,5979.64990234375,6029.14990234375,0
744,2010-09-30,6029.9501953125,6048.4501953125,5963.60009765625,5991.35009765625,0
745,2010-10-01,6143.39990234375,6153.10009765625,6030.2998046875,6030.2998046875,0
746,2010-10-04,6159.4501953125,6222.10009765625,6144.7001953125,6144.7001953125,0
747,2010-10-05,6145.7998046875,6188.35009765625,6118.0498046875,6159.4501953125,0
748,2010-10-06,6186.4501953125,6223.39990234375,6148.60009765625,6150.9501953125,0
749,2010-10-07,6120.2998046875,6199.4501953125,6107.5,6186.85009765625,0
750,2010-10-08,6103.4501953125,6148.60009765625,6067.0,6121.39990234375,0
751,2010-10-11,6135.85009765625,6187.75,6105.9501953125,6105.9501953125,0
752,2010-10-12,6090.89990234375,6144.9501953125,6057.9501953125,6135.9501953125,0
753,2010-10-13,6233.89990234375,6240.25,6089.75,6091.4501953125,0
754,2010-10-14,6177.35009765625,6284.10009765625,6157.89990234375,6234.2998046875,0
755,2010-10-15,6062.64990234375,6200.60009765625,6050.35009765625,6175.89990234375,0
756,2010-10-18,6075.9501953125,6115.10009765625,5985.10009765625,6112.75,0
757,2010-10-19,6027.2998046875,6127.0498046875,6008.14990234375,6114.4501953125,0
758,2010-10-20,5982.10009765625,6038.10009765625,5966.75,6002.9501953125,0
759,2010-10-21,6101.5,6113.5,5984.89990234375,6008.89990234375,0
760,2010-10-22,6066.0498046875,6121.10009765625,6041.35009765625,6113.39990234375,0
761,2010-10-25,6105.7998046875,6151.2998046875,6094.60009765625,6101.25,0
762,2010-10-26,6082.0,6120.25,6074.64990234375,6116.2998046875,0
763,2010-10-27,6012.64990234375,6075.9501953125,5987.5498046875,6075.4501953125,0
764,2010-10-28,5987.7001953125,6071.10009765625,5968.10009765625,6039.9501953125,0
765,2010-10-29,6017.7001953125,6032.64990234375,5937.10009765625,6021.14990234375,0
766,2010-11-01,6117.5498046875,6132.39990234375,6084.75,6092.2998046875,0
767,2010-11-02,6119.0,6138.10009765625,6094.39990234375,6127.5498046875,0
768,2010-11-03,6160.5,6182.5,6146.7998046875,6150.60009765625,0
769,2010-11-04,6281.7998046875,6290.14990234375,6199.35009765625,6209.60009765625,0
770,2010-11-08,6273.2001953125,6335.89990234375,6265.35009765625,6335.25,0
771,2010-11-09,6301.5498046875,6310.89990234375,6243.5498046875,6281.0,0
772,2010-11-10,6275.7001953125,6307.64990234375,6269.25,6303.2001953125,0
773,2010-11-11,6194.25,6296.5498046875,6179.5,6286.35009765625,0
774,2010-11-12,6071.64990234375,6202.5,6056.75,6182.2998046875,0
775,2010-11-15,6121.60009765625,6128.75,6039.39990234375,6079.89990234375,0
776,2010-11-16,5988.7001953125,6144.0498046875,5970.60009765625,6143.4501953125,0
777,2010-11-18,5998.7998046875,6076.2001953125,5906.75,6075.9501953125,0
778,2010-11-19,5890.2998046875,6013.25,5863.9501953125,6011.2998046875,0
779,2010-11-22,6010.0,6020.25,5905.14990234375,5920.89990234375,0
780,2010-11-23,5934.75,5973.35009765625,5824.9501953125,5971.5498046875,0
781,2010-11-24,5865.75,5976.64990234375,5833.60009765625,5946.7998046875,0
782,2010-11-25,5799.75,5907.10009765625,5780.35009765625,5883.9501953125,0
783,2010-11-26,5751.9501953125,5838.5,5690.35009765625,5828.5498046875,0
784,2010-11-29,5830.0,5843.14990234375,5754.7001953125,5789.9501953125,0
785,2010-11-30,5862.7001953125,5892.25,5768.35009765625,5811.60009765625,0
786,2010-12-01,5960.89990234375,5971.0,5865.5498046875,5871.0,0
787,2010-12-02,6011.7001953125,6029.5,5980.60009765625,6023.0498046875,0
788,2010-12-03,5992.7998046875,6025.39990234375,5964.25,6013.35009765625,0
789,2010-12-06,5992.25,6069.4501953125,5981.7001953125,6033.64990234375,0
790,2010-12-07,5976.5498046875,6001.0,5939.7001953125,5995.0498046875,0
791,2010-12-08,5903.7001953125,5960.0,5878.60009765625,5954.39990234375,0
792,2010-12-09,5766.5,5927.2998046875,5742.2998046875,5924.25,0
793,2010-12-10,5857.35009765625,5865.5,5721.14990234375,5761.0,0
794,2010-12-13,5907.64990234375,5913.7998046875,5795.89990234375,5882.64990234375,0
795,2010-12-14,5944.10009765625,5953.9501953125,5888.75,5928.7001953125,0
796,2010-12-15,5892.2998046875,5942.75,5865.7998046875,5931.14990234375,0
797,2010-12-16,5948.75,5956.14990234375,5855.0498046875,5910.5498046875,0
798,2010-12-20,5947.0498046875,5985.0,5900.25,5926.85009765625,0
799,2010-12-21,6000.64990234375,6007.4501953125,5960.0498046875,5960.39990234375,0
800,2010-12-22,5984.39990234375,6023.7998046875,5958.0,6019.0,0
801,2010-12-23,5980.0,6006.4501953125,5964.60009765625,6005.89990234375,0
802,2010-12-24,6011.60009765625,6017.35009765625,5940.25,5940.25,0
803,2010-12-27,5998.10009765625,6045.75,5991.10009765625,6013.2998046875,0
804,2010-12-28,5996.0,6010.89990234375,5982.25,6005.35009765625,0
805,2010-12-29,6060.35009765625,6067.5498046875,6002.85009765625,6005.14990234375,0
806,2010-12-30,6101.85009765625,6106.39990234375,6062.35009765625,6062.35009765625,0
807,2010-12-31,6134.5,6147.2998046875,6103.5498046875,6105.10009765625,0
808,2011-01-03,6157.60009765625,6178.5498046875,6147.2001953125,6177.4501953125,0
809,2011-01-04,6146.35009765625,6181.0498046875,6124.39990234375,6172.75,0
810,2011-01-05,6079.7998046875,6141.35009765625,6062.35009765625,6141.35009765625,0
811,2011-01-06,6048.25,6116.14990234375,6022.2998046875,6107.0,0
812,2011-01-07,5904.60009765625,6051.2001953125,5883.60009765625,6030.89990234375,0
813,2011-01-10,5762.85009765625,5907.25,5740.9501953125,5901.2998046875,0
814,2011-01-11,5754.10009765625,5842.60009765625,5698.2001953125,5767.9501953125,0
815,2011-01-12,5863.25,5874.2001953125,5711.2998046875,5800.0498046875,0
816,2011-01-13,5751.89990234375,5857.75,5736.7001953125,5850.75,0
817,2011-01-14,5654.5498046875,5833.64990234375,5639.64990234375,5752.10009765625,0
818,2011-01-17,5654.75,5696.14990234375,5624.14990234375,5648.7998046875,0
819,2011-01-18,5724.0498046875,5730.5,5671.25,5682.5498046875,0
820,2011-01-19,5691.0498046875,5747.64990234375,5662.5498046875,5737.35009765625,0
821,2011-01-20,5711.60009765625,5729.4501953125,5634.5,5656.0,0
822,2011-01-21,5696.5,5717.5498046875,5674.5,5692.0498046875,0
823,2011-01-24,5743.25,5756.0,5697.75,5717.10009765625,0
824,2011-01-25,5687.39990234375,5801.5498046875,5680.64990234375,5763.2998046875,0
825,2011-01-27,5604.2998046875,5726.10009765625,5594.9501953125,5725.2998046875,0
826,2011-01-28,5512.14990234375,5614.39990234375,5459.5498046875,5614.0,0
827,2011-01-31,5505.89990234375,5526.85009765625,5416.64990234375,5452.5498046875,0
828,2011-02-01,5417.2001953125,5539.14990234375,5402.0,5537.2998046875,0
829,2011-02-02,5432.0,5490.60009765625,5415.64990234375,5469.5498046875,0
830,2011-02-03,5526.75,5532.64990234375,5418.0,5430.4501953125,0
831,2011-02-04,5395.75,5556.2998046875,5369.0498046875,5519.89990234375,0
832,2011-02-07,5396.0,5440.35009765625,5376.9501953125,5430.14990234375,0
833,2011-02-08,5312.5498046875,5432.35009765625,5303.39990234375,5432.35009765625,0
834,2011-02-09,5253.5498046875,5339.4501953125,5225.64990234375,5293.0498046875,0
835,2011-02-10,5225.7998046875,5272.60009765625,5196.7998046875,5246.0498046875,0
836,2011-02-11,5310.0,5319.4501953125,5177.7001953125,5219.64990234375,0
837,2011-02-14,5456.0,5463.7998046875,5340.25,5340.25,0
838,2011-02-15,5481.0,5506.5,5408.35009765625,5467.75,0
839,2011-02-16,5481.7001953125,5504.7998046875,5460.35009765625,5467.60009765625,0
840,2011-02-17,5546.4501953125,5553.0,5463.39990234375,5501.7001953125,0
841,2011-02-18,5458.9501953125,5599.25,5441.9501953125,5557.5498046875,0
842,2011-02-21,5518.60009765625,5526.25,5413.10009765625,5456.60009765625,0
843,2011-02-22,5469.2001953125,5519.4501953125,5437.2998046875,5504.39990234375,0
844,2011-02-23,5437.35009765625,5495.2001953125,5427.5498046875,5452.4501953125,0
845,2011-02-24,5262.7001953125,5423.39990234375,5242.5,5408.75,0
846,2011-02-25,5303.5498046875,5338.2001953125,5232.75,5321.0498046875,0
847,2011-02-28,5333.25,5477.0,5308.60009765625,5330.14990234375,0
848,2011-03-01,5522.2998046875,5533.0498046875,5373.5498046875,5382.0,0
849,2011-03-03,5536.2001953125,5570.75,5468.25,5478.4501953125,0
850,2011-03-04,5538.75,5608.2001953125,5524.10009765625,5586.2001953125,0
851,2011-03-07,5463.14990234375,5491.25,5408.4501953125,5490.0498046875,0
852,2011-03-08,5520.7998046875,5530.5498046875,5464.75,5466.10009765625,0
853,2011-03-09,5531.0,5563.2998046875,5477.4501953125,5542.39990234375,0
854,2011-03-10,5494.39990234375,5516.2998046875,5468.4501953125,5516.10009765625,0
855,2011-03-11,5445.4501953125,5502.7001953125,5411.5498046875,5456.14990234375,0
856,2011-03-14,5531.5,5537.2998046875,5434.25,5436.5,0
857,2011-03-15,5449.64990234375,5497.85009765625,5373.64990234375,5420.0,0
858,2011-03-16,5511.14990234375,5535.10009765625,5475.9501953125,5475.9501953125,0
859,2011-03-17,5446.64990234375,5510.0498046875,5435.2998046875,5455.39990234375,0
860,2011-03-18,5373.7001953125,5483.0498046875,5366.39990234375,5475.35009765625,0
861,2011-03-21,5364.75,5413.2998046875,5348.2001953125,5408.75,0
862,2011-03-22,5413.85009765625,5428.14990234375,5376.14990234375,5390.85009765625,0
863,2011-03-23,5480.25,5484.9501953125,5401.9501953125,5411.39990234375,0
864,2011-03-24,5522.39990234375,5529.0,5496.10009765625,5501.7998046875,0
865,2011-03-25,5654.25,5667.10009765625,5560.9501953125,5588.64990234375,0
866,2011-03-28,5687.25,5709.10009765625,5643.2001953125,5645.25,0
867,2011-03-29,5736.35009765625,5770.35009765625,5680.7001953125,5686.5,0
868,2011-03-30,5787.64990234375,5803.14990234375,5753.89990234375,5755.7998046875,0
869,2011-03-31,5833.75,5872.0,5778.64990234375,5803.0498046875,0
870,2011-04-01,5826.0498046875,5860.2001953125,5810.39990234375,5835.0,0
871,2011-04-04,5908.4501953125,5918.7001953125,5833.2001953125,5842.0,0
872,2011-04-05,5910.0498046875,5928.64990234375,5855.85009765625,5923.85009765625,0
873,2011-04-06,5891.75,5944.4501953125,5868.7998046875,5908.0,0
874,2011-04-07,5885.7001953125,5906.10009765625,5866.25,5888.5498046875,0
875,2011-04-08,5842.0,5926.9501953125,5822.0,5886.75,0
876,2011-04-11,5785.7001953125,5830.2998046875,5777.89990234375,5805.35009765625,0
877,2011-04-13,5911.5,5923.60009765625,5735.5498046875,5747.9501953125,0
878,2011-04-15,5824.5498046875,5907.35009765625,5806.4501953125,5898.75,0
879,2011-04-18,5729.10009765625,5897.89990234375,5722.25,5824.35009765625,0
880,2011-04-19,5740.75,5762.9501953125,5693.25,5716.0,0
881,2011-04-20,5851.64990234375,5857.35009765625,5759.64990234375,5786.0498046875,0
882,2011-04-21,5884.7001953125,5912.89990234375,5864.35009765625,5882.85009765625,0
883,2011-04-25,5874.5,5906.60009765625,5857.0,5859.60009765625,0
884,2011-04-26,5868.39990234375,5893.2001953125,5791.5498046875,5876.85009765625,0
885,2011-04-27,5833.89990234375,5892.35009765625,5819.9501953125,5884.2001953125,0
886,2011-04-28,5785.4501953125,5856.39990234375,5776.9501953125,5851.35009765625,0
887,2011-04-29,5749.5,5804.2998046875,5706.0498046875,5782.5,0
888,2011-05-02,5701.2998046875,5775.25,5687.7001953125,5766.89990234375,0
889,2011-05-03,5565.25,5710.7998046875,5554.85009765625,5689.7001953125,0
890,2011-05-04,5537.14990234375,5578.7998046875,5503.0,5567.7001953125,0
891,2011-05-05,5459.85009765625,5560.2998046875,5443.64990234375,5531.60009765625,0
892,2011-05-06,5551.4501953125,5564.39990234375,5472.4501953125,5477.64990234375,0
893,2011-05-09,5551.10009765625,5586.0498046875,5502.39990234375,5575.2001953125,0
894,2011-05-10,5541.25,5592.89990234375,5514.5498046875,5555.5498046875,0
895,2011-05-11,5565.0498046875,5574.7001953125,5525.0,5547.2001953125,0
896,2011-05-12,5486.14990234375,5572.5,5476.2998046875,5537.7998046875,0
897,2011-05-13,5544.75,5605.0,5472.14990234375,5492.35009765625,0
898,2011-05-16,5499.0,5541.7998046875,5487.64990234375,5541.7001953125,0
899,2011-05-17,5438.9501953125,5523.85009765625,5421.0498046875,5496.10009765625,0
900,2011-05-18,5420.60009765625,5460.5,5401.25,5448.2001953125,0
901,2011-05-19,5428.10009765625,5452.60009765625,5411.25,5448.14990234375,0
902,2011-05-20,5486.35009765625,5517.5498046875,5432.75,5450.64990234375,0
903,2011-05-23,5386.5498046875,5456.7001953125,5373.0,5456.7001953125,0
904,2011-05-24,5394.85009765625,5422.60009765625,5367.4501953125,5385.10009765625,0
905,2011-05-25,5348.9501953125,5389.10009765625,5328.7001953125,5389.10009765625,0
906,2011-05-26,5412.35009765625,5422.2001953125,5356.35009765625,5372.75,0
907,2011-05-27,5476.10009765625,5485.7998046875,5413.60009765625,5413.7001953125,0
908,2011-05-30,5473.10009765625,5509.2998046875,5458.60009765625,5493.75,0
909,2011-06-01,5592.0,5597.35009765625,5559.4501953125,5561.0498046875,0
910,2011-06-02,5550.35009765625,5568.2001953125,5521.9501953125,5529.89990234375,0
911,2011-06-03,5516.75,5604.9501953125,5507.2001953125,5565.7001953125,0
912,2011-06-06,5532.0498046875,5542.64990234375,5479.85009765625,5504.2998046875,0
913,2011-06-07,5556.14990234375,5570.10009765625,5507.7998046875,5509.14990234375,0
914,2011-06-08,5526.85009765625,5556.60009765625,5514.89990234375,5535.25,0
915,2011-06-09,5521.0498046875,5540.10009765625,5502.0498046875,5523.5498046875,0
916,2011-06-10,5485.7998046875,5521.4501953125,5457.4501953125,5518.0498046875,0
917,2011-06-13,5482.7998046875,5496.7001953125,5436.9501953125,5469.85009765625,0
918,2011-06-14,5500.5,5520.14990234375,5484.2001953125,5485.60009765625,0
919,2011-06-15,5447.5,5499.35009765625,5438.9501953125,5494.4501953125,0
920,2011-06-16,5396.75,5447.5,5389.7998046875,5419.64990234375,0
921,2011-06-17,5366.39990234375,5421.14990234375,5355.85009765625,5412.5,0
922,2011-06-20,5257.89990234375,5377.39990234375,5195.89990234375,5372.2001953125,0
923,2011-06-21,5275.85009765625,5322.4501953125,5257.0,5280.7998046875,0
924,2011-06-22,5278.2998046875,5310.5,5262.5,5304.64990234375,0
925,2011-06-23,5320.0,5330.60009765625,5252.25,5269.10009765625,0
926,2011-06-24,5471.25,5477.85009765625,5343.39990234375,5343.39990234375,0
927,2011-06-27,5526.60009765625,5552.64990234375,5434.25,5441.2001953125,0
928,2011-06-28,5545.2998046875,5558.2998046875,5496.35009765625,5548.85009765625,0
929,2011-06-29,5600.4501953125,5608.64990234375,5566.5,5566.5,0
930,2011-06-30,5647.39990234375,5657.89990234375,5606.10009765625,5614.5,0
931,2011-07-01,5627.2001953125,5705.7998046875,5609.75,5705.75,0
932,2011-07-04,5650.5,5679.64990234375,5633.10009765625,5679.5498046875,0
933,2011-07-05,5632.10009765625,5659.85009765625,5612.2998046875,5659.85009765625,0
934,2011-07-06,5625.4501953125,5655.39990234375,5610.75,5622.7001953125,0
935,2011-07-07,5728.9501953125,5737.14990234375,5632.9501953125,5633.35009765625,0
936,2011-07-08,5660.64990234375,5740.39990234375,5651.0498046875,5734.64990234375,0
937,2011-07-11,5616.10009765625,5652.89990234375,5601.7001953125,5648.0498046875,0
938,2011-07-12,5526.14990234375,5580.25,5496.9501953125,5556.89990234375,0
939,2011-07-13,5585.4501953125,5596.14990234375,5541.39990234375,5542.0498046875,0
940,2011-07-15,5581.10009765625,5631.7001953125,5562.75,5602.9501953125,0
941,2011-07-18,5567.0498046875,5596.60009765625,5550.9501953125,5581.75,0
942,2011-07-19,5613.5498046875,5627.64990234375,5557.2001953125,5569.85009765625,0
943,2011-07-20,5567.0498046875,5645.39990234375,5555.10009765625,5642.0498046875,0
944,2011-07-21,5541.60009765625,5578.89990234375,5532.7001953125,5554.60009765625,0
945,2011-07-22,5633.9501953125,5642.2001953125,5567.10009765625,5576.9501953125,0
946,2011-07-25,5680.2998046875,5700.5498046875,5616.7001953125,5633.7998046875,0
947,2011-07-26,5574.85009765625,5702.25,5560.14990234375,5688.4501953125,0
948,2011-07-27,5546.7998046875,5591.7001953125,5521.5,5588.5498046875,0
949,2011-07-28,5487.75,5512.10009765625,5475.64990234375,5492.39990234375,0
950,2011-07-29,5482.0,5520.2998046875,5453.9501953125,5479.0,0
951,2011-08-01,5516.7998046875,5551.89990234375,5486.4501953125,5527.5,0
952,2011-08-02,5456.5498046875,5496.2998046875,5433.64990234375,5493.2001953125,0
953,2011-08-03,5404.7998046875,5422.60009765625,5378.85009765625,5402.0,0
954,2011-08-04,5331.7998046875,5434.5,5323.14990234375,5412.39990234375,0
955,2011-08-05,5211.25,5229.64990234375,5116.4501953125,5204.35009765625,0
956,2011-08-08,5118.5,5204.2001953125,5054.0498046875,5083.85009765625,0
957,2011-08-09,5072.85009765625,5167.0,4946.4501953125,4947.89990234375,0
958,2011-08-10,5161.0,5197.9501953125,5123.35009765625,5196.5498046875,0
959,2011-08-11,5138.2998046875,5184.9501953125,5121.0,5128.0,0
960,2011-08-12,5072.9501953125,5194.4501953125,5053.35009765625,5194.39990234375,0
961,2011-08-16,5035.7998046875,5132.2001953125,5015.39990234375,5125.75,0
962,2011-08-17,5056.60009765625,5112.14990234375,5017.25,5030.2998046875,0
963,2011-08-18,4944.14990234375,5078.60009765625,4932.14990234375,5077.9501953125,0
964,2011-08-19,4845.64990234375,4893.60009765625,4796.10009765625,4859.2998046875,0
965,2011-08-22,4898.7998046875,4910.0498046875,4808.75,4843.7001953125,0
966,2011-08-23,4948.89990234375,4965.7998046875,4863.7998046875,4925.14990234375,0
967,2011-08-24,4888.89990234375,4962.39990234375,4875.2998046875,4934.35009765625,0
968,2011-08-25,4839.60009765625,4915.85009765625,4825.0498046875,4914.64990234375,0
969,2011-08-26,4747.7998046875,4872.0,4720.0,4839.25,0
970,2011-08-29,4919.60009765625,4934.39990234375,4806.0498046875,4806.2001953125,0
971,2011-08-30,5001.0,5016.25,4927.5498046875,4973.25,0
972,2011-09-02,5040.0,5113.7001953125,4993.35009765625,5109.7998046875,0
973,2011-09-05,5017.2001953125,5030.2998046875,4964.4501953125,4998.89990234375,0
974,2011-09-06,5064.2998046875,5072.89990234375,4942.89990234375,4993.35009765625,0
975,2011-09-07,5124.64990234375,5154.5,5076.2998046875,5080.14990234375,0
976,2011-09-08,5153.25,5169.25,5098.25,5139.2001953125,0
977,2011-09-09,5059.4501953125,5163.75,5046.7998046875,5161.2998046875,0
978,2011-09-12,4946.7998046875,4985.60009765625,4911.25,4981.7001953125,0
979,2011-09-13,4940.9501953125,5030.14990234375,4911.0498046875,4977.7998046875,0
980,2011-09-14,5012.5498046875,5026.14990234375,4917.39990234375,4965.0498046875,0
981,2011-09-15,5075.7001953125,5091.4501953125,4967.4501953125,5062.35009765625,0
982,2011-09-16,5084.25,5143.60009765625,5068.10009765625,5123.35009765625,0
983,2011-09-19,5031.9501953125,5068.39990234375,5019.25,5068.39990234375,0
984,2011-09-20,5140.2001953125,5149.89990234375,5035.25,5042.5498046875,0
985,2011-09-21,5133.25,5168.39990234375,5109.85009765625,5153.75,0
986,2011-09-22,4923.64990234375,5059.85009765625,4907.75,5054.4501953125,0
987,2011-09-23,4867.75,4930.25,4829.60009765625,4873.75,0
988,2011-09-26,4835.39990234375,4879.7998046875,4758.85009765625,4878.60009765625,0
989,2011-09-27,4971.25,4982.9501953125,4905.14990234375,4905.14990234375,0
990,2011-09-28,4945.89990234375,5006.0498046875,4918.4501953125,5005.5,0
991,2011-09-29,5015.4501953125,5034.25,4906.0,4924.2001953125,0
992,2011-09-30,4943.25,5025.5498046875,4924.2998046875,4990.14990234375,0
993,2011-10-03,4849.5,4879.14990234375,4823.89990234375,4874.39990234375,0
994,2011-10-04,4772.14990234375,4869.75,4728.2998046875,4823.5,0
995,2011-10-05,4751.2998046875,4827.7998046875,4741.0,4791.2998046875,0
996,2011-10-07,4888.0498046875,4922.60009765625,4861.2001953125,4883.64990234375,0
997,2011-10-10,4979.60009765625,4991.14990234375,4882.0498046875,4886.85009765625,0
998,2011-10-11,4974.35009765625,5045.10009765625,4964.0,5019.89990234375,0
999,2011-10-12,5099.39990234375,5109.7998046875,4997.64990234375,5011.2001953125,0
1000,2011-10-13,5077.85009765625,5136.9501953125,5067.64990234375,5130.7998046875,0
1001,2011-10-14,5132.2998046875,5141.39990234375,5056.60009765625,5057.35009765625,0
1002,2011-10-17,5118.25,5160.2001953125,5084.5,5156.2001953125,0
1003,2011-10-18,5037.5,5057.5,5011.0498046875,5049.4501953125,0
1004,2011-10-19,5139.14990234375,5148.0498046875,5075.2998046875,5080.4501953125,0
1005,2011-10-20,5091.89990234375,5099.0,5033.9501953125,5086.5498046875,0
1006,2011-10-21,5049.9501953125,5120.75,5037.9501953125,5106.60009765625,0
1007,2011-10-24,5098.35009765625,5145.64990234375,5084.75,5114.7001953125,0
1008,2011-10-25,5191.60009765625,5211.0,5085.5498046875,5137.89990234375,0
1009,2011-10-28,5360.7001953125,5399.7001953125,5322.7998046875,5341.89990234375,0
1010,2011-10-31,5326.60009765625,5360.25,5314.60009765625,5358.89990234375,0
1011,2011-11-01,5257.9501953125,5310.85009765625,5238.2998046875,5278.60009765625,0
1012,2011-11-02,5258.4501953125,5300.10009765625,5204.9501953125,5216.75,0
1013,2011-11-03,5265.75,5281.60009765625,5201.85009765625,5241.5498046875,0
1014,2011-11-04,5284.2001953125,5326.4501953125,5256.7998046875,5325.39990234375,0
1015,2011-11-08,5289.35009765625,5304.25,5252.0,5292.25,0
1016,2011-11-09,5221.0498046875,5317.5,5211.75,5309.7001953125,0
1017,2011-11-11,5168.85009765625,5198.60009765625,5142.25,5159.75,0
1018,2011-11-14,5148.35009765625,5228.89990234375,5140.5498046875,5217.35009765625,0
1019,2011-11-15,5068.5,5158.75,5052.85009765625,5131.2001953125,0
1020,2011-11-16,5030.4501953125,5065.2001953125,4989.5,5059.10009765625,0
